Date,Daily Confirmed,False Positives Found,Cumulative Confirmed,Daily Discharged,Passed but not due to COVID,Cumulative Discharged,Discharged to Isolation,Still Hospitalised,Daily Deaths,Cumulative Deaths,Tested positive demise,Daily Imported,Daily Local transmission,Local cases residing in dorms MOH report,Local cases not residing in doms MOH report,Intensive Care Unit (ICU),General Wards MOH report,In Isolation MOH report,Total Completed Isolation MOH report,Total Hospital Discharged MOH report,Requires Oxygen Supplementation or Unstable,Linked community cases,Unlinked community cases,Phase,Cumulative Vaccine Doses,Cumulative Individuals Vaccinated,Cumulative Individuals Vaccination Completed,Perc population completed at least one dose,Perc population completed vaccination,Sinovac vaccine doses,Cumulative individuals using Sinovac vaccine,Doses of other vaccines recognised by WHO,Cumulative individuals using other vaccines recognised by WHO,Number taken booster shots,Perc population taken booster shots
2/17/2021,11,0,59821,15,0,59698,91,-5,0,29,0,10,1,0,1,1,24,91,56580,3096,,,,Phase 3,,,,,,,,,,,
2/18/2021,11,0,59832,3,0,59701,104,-10,0,29,0,11,0,0,0,1,19,104,56580,3099,,,,Phase 3,,,,,,,,,,,
2/19/2021,14,0,59846,18,0,59719,100,-10,0,29,0,14,0,0,0,1,19,100,56595,3102,,,,Phase 3,,,,,,,,,,,
2/20/2021,12,0,59858,22,0,59741,90,-10,0,29,0,12,0,0,0,1,19,90,56613,3106,,,,Phase 3,,,,,,,,,,,
2/21/2021,11,0,59869,12,0,59753,87,-8,0,29,0,11,0,0,0,1,21,87,56623,3108,,,,Phase 3,,,,,,,,,,,
2/22/2021,10,0,59879,15,0,59768,85,-11,0,29,0,9,1,0,1,1,18,85,56629,3117,,,,Phase 3,,,,,,,,,,,
2/23/2021,4,0,59883,7,0,59775,82,-11,0,29,0,3,1,1,0,1,18,82,56634,3119,,,,Phase 3,,,,,,,,,,,
2/24/2021,7,0,59890,8,0,59783,82,-12,0,29,0,6,1,0,1,1,17,82,56639,3122,,,,Phase 3,,,,,,,,,,,
2/25/2021,10,0,59900,24,0,59807,70,-14,0,29,0,8,2,0,2,1,15,70,56658,3127,,,,Phase 3,,,,,,,,,,,
2/26/2021,13,0,59913,18,0,59825,66,-15,0,29,0,13,0,0,0,1,14,66,56674,3129,,,,Phase 3,,,,,,,,,,,
2/27/2021,12,0,59925,13,0,59838,65,-15,0,29,0,12,0,0,0,1,14,65,56687,3129,,,,Phase 3,,,,,,,,,,,
2/28/2021,11,0,59936,7,0,59845,66,-12,0,29,0,10,1,1,0,1,17,66,56692,3131,,,,Phase 3,,,,,,,,,,,
3/1/2021,12,0,59948,7,0,59852,69,-10,0,29,0,12,0,0,0,1,19,69,56698,3132,,,,Phase 3,,,,,,,,,,,
3/2/2021,8,0,59956,12,0,59864,66,-11,0,29,0,8,0,0,0,1,18,66,56708,3134,,,,Phase 3,,,,,,,,,,,
3/3/2021,23,0,59979,7,0,59871,83,-12,0,29,0,21,2,0,2,1,17,83,56714,3135,,,,Phase 3,,,,,,,,,,,
3/4/2021,19,0,59998,8,0,59879,88,-6,0,29,0,18,1,0,1,1,23,88,56721,3136,,,,Phase 3,,,,,,,,,,,
3/5/2021,9,0,60007,13,0,59892,91,-13,0,29,0,9,0,0,0,1,16,91,56731,3139,,,,Phase 3,,,,,,,,,,,
3/6/2021,13,0,60020,9,0,59901,90,-8,0,29,0,12,1,0,1,1,21,90,56737,3142,,,,Phase 3,,,,,,,,,,,
3/7/2021,13,0,60033,15,0,59916,86,-6,0,29,0,13,0,0,0,1,23,86,56746,3148,,,,Phase 3,,,,,,,,,,,
3/8/2021,13,0,60046,6,0,59922,96,-9,0,29,0,13,0,0,0,1,20,96,56750,3150,,,,Phase 3,,,,,,,,,,,
3/9/2021,6,0,60052,5,0,59927,97,-9,0,29,0,6,0,0,0,1,20,97,56754,3151,,,,Phase 3,,,,,,,,,,,
3/10/2021,10,0,60062,6,0,59933,97,-5,0,29,0,10,0,0,0,1,24,97,56760,3151,,,,Phase 3,,,,,,,,,,,
3/11/2021,8,0,60070,28,0,59961,81,-9,0,29,0,7,1,0,1,1,20,81,56785,3154,,,,Phase 3,,,,,,,,,,,
3/12/2021,10,0,60080,11,0,59972,80,-9,0,29,0,9,1,0,1,1,20,80,56793,3157,,,,Phase 3,,,,,,,,,,,
3/13/2021,8,0,60088,11,0,59983,80,-13,1,30,0,8,0,0,0,0,17,80,56804,3157,,,,Phase 3,,,,,,,,,,,
3/14/2021,17,0,60105,7,0,59990,90,-13,0,30,0,17,0,0,0,0,17,90,56807,3161,,,,Phase 3,,,,,,,,,,,
3/15/2021,12,0,60117,6,0,59996,93,-10,0,30,0,12,0,0,0,0,20,93,56812,3162,,,,Phase 3,,,,,,,,,,,
3/16/2021,11,0,60128,10,0,60006,93,-9,0,30,0,11,0,0,0,0,21,93,56822,3162,,,,Phase 3,,,,,,,,,,,
3/17/2021,9,0,60137,17,0,60023,87,-11,0,30,0,9,0,0,0,0,19,87,56835,3166,,,,Phase 3,,,,,,,,,,,
3/18/2021,15,0,60152,13,0,60036,94,-16,0,30,0,15,0,0,0,0,14,94,56842,3172,,,,Phase 3,,,,,,,,,,,
3/19/2021,15,0,60167,5,0,60041,103,-15,0,30,0,15,0,0,0,0,15,103,56846,3173,,,,Phase 3,,,,,,,,,,,
3/20/2021,17,0,60184,3,0,60044,115,-13,0,30,0,17,0,0,0,0,17,115,56849,3173,,,,Phase 3,,,,,,,,,,,
3/21/2021,12,0,60196,16,0,60060,110,-12,0,30,0,12,0,0,0,0,18,110,56864,3174,,,,Phase 3,,,,,,,,,,,
3/22/2021,12,0,60208,13,0,60073,106,-9,0,30,0,12,0,0,0,0,21,106,56876,3175,,,,Phase 3,,,,,,,,,,,
3/23/2021,13,0,60221,12,0,60085,103,-5,0,30,0,13,0,0,0,0,25,103,56885,3178,,,,Phase 3,,,,,,,,,,,
3/24/2021,15,0,60236,15,0,60100,103,-5,0,30,0,15,0,0,0,0,25,103,56899,3179,,,,Phase 3,,,,,,,,,,,
3/25/2021,17,0,60253,8,0,60108,112,-5,0,30,0,17,0,0,0,0,25,112,56904,3182,,,,Phase 3,,,,,,,,,,,
3/26/2021,12,0,60265,17,0,60125,105,-3,0,30,0,11,1,0,1,1,26,105,56919,3184,,,,Phase 3,,,,,,,,,,,
3/27/2021,23,0,60288,10,0,60135,113,2,0,30,0,22,1,0,1,1,31,113,56928,3185,,,,Phase 3,,,,,,,,,,,
3/28/2021,12,0,60300,9,0,60144,115,3,0,30,0,12,0,0,0,1,32,115,56935,3187,,,,Phase 3,,,,,,,,,,,
3/29/2021,21,0,60321,9,0,60153,121,9,0,30,0,21,0,0,0,1,38,121,56944,3187,,,,Phase 3,,,,,,,,,,,
3/30/2021,26,0,60347,7,0,60160,142,7,0,30,0,26,0,0,0,1,36,142,56950,3188,,,,Phase 3,,,,,,,,,,,
3/31/2021,34,0,60381,11,0,60171,165,7,0,30,0,33,1,0,1,1,36,165,56957,3192,,,,Phase 3,,,,,,,,,,,
4/1/2021,26,0,60407,12,0,60183,178,8,0,30,0,26,0,0,0,1,37,178,56967,3194,,0,0,Phase 3,,,,,,,,,,,
4/2/2021,43,0,60450,15,0,60198,204,10,0,30,0,43,0,0,0,1,39,204,56980,3196,,0,0,Phase 3,,,,,,,,,,,
4/3/2021,18,0,60468,9,0,60207,212,11,0,30,0,17,1,0,1,1,40,212,56989,3196,,0,1,Phase 3,,,,,,,,,,,
4/4/2021,10,0,60478,17,0,60224,206,10,0,30,0,10,0,0,0,1,39,206,57004,3198,,0,0,Phase 3,,,,,,,,,,,
4/5/2021,17,0,60495,12,0,60236,205,16,0,30,0,17,0,0,0,1,45,205,57014,3200,,0,0,Phase 3,,,,,,,,,,,
4/6/2021,24,0,60519,25,0,60261,202,18,0,30,0,24,0,0,0,1,47,202,57037,3202,,0,0,Phase 3,,,,,,,,,,,
4/7/2021,35,0,60554,21,0,60282,218,16,0,30,0,34,1,0,1,1,45,218,57504,3206,,0,1,Phase 3,,,,,,,,,,,
4/8/2021,21,0,60575,24,0,60306,218,13,0,30,0,21,0,0,0,1,42,218,57074,3210,,0,0,Phase 3,,,,,,,,,,,
4/9/2021,26,0,60601,20,0,60326,223,14,0,30,0,26,0,0,0,1,43,223,57090,3214,,0,0,Phase 3,,,,,,,,,,,
4/10/2021,32,0,60633,18,0,60344,236,15,0,30,0,31,1,0,1,1,44,236,57106,3216,,0,1,Phase 3,,,,,,,,,,,
4/11/2021,20,0,60653,13,0,60357,230,28,0,30,0,19,1,1,0,1,57,230,57118,3217,,0,0,Phase 3,,,,,,,,,,,
4/12/2021,25,0,60678,22,0,60379,235,26,0,30,0,25,0,0,0,1,55,235,57135,3222,,0,0,Phase 3,,,,,,,,,,,
4/13/2021,14,0,60692,17,0,60396,227,31,0,30,0,14,0,0,0,1,60,227,57146,3228,,0,0,Phase 3,,,,,,,,,,,
4/14/2021,27,0,60719,18,0,60414,236,31,0,30,0,26,1,0,1,2,59,236,57161,3231,,1,0,Phase 3,,,,,,,,,,,
4/15/2021,16,0,60735,25,0,60439,231,27,0,30,0,16,0,0,0,2,55,231,57183,3234,,0,0,Phase 3,,,,,,,,,,,
4/16/2021,34,0,60769,29,0,60468,242,21,0,30,0,32,2,0,2,2,49,242,57209,3237,,2,0,Phase 3,,,,,,,,,,,
4/17/2021,39,0,60808,17,0,60485,253,32,0,30,0,35,4,0,4,2,60,253,57224,3239,,2,2,Phase 3,,,,,,,,,,,
4/18/2021,23,0,60831,22,0,60507,248,38,0,30,0,22,1,0,1,2,66,248,57241,3244,,0,1,Phase 3,,,,,,,,,,,
4/19/2021,20,0,60851,18,0,60525,239,49,0,30,0,19,1,0,1,1,78,239,57256,3247,,1,0,Phase 3,,,,,,,,,,,
4/20/2021,14,0,60865,37,0,60562,221,44,0,30,0,13,1,1,0,1,73,221,57288,3252,,0,0,Phase 3,,,,,,,,,,,
4/21/2021,15,0,60880,36,0,60598,204,40,0,30,0,14,1,0,1,1,69,204,57315,3261,,0,1,Phase 3,,,,,,,,,,,
4/22/2021,24,0,60904,27,0,60625,204,37,0,30,0,22,2,1,1,1,66,204,57338,3265,,1,0,Phase 3,,,,,,,,,,,
4/23/2021,39,0,60943,10,0,60635,220,50,0,30,0,36,3,1,2,1,79,220,57346,3267,,0,2,Phase 3,,,,,,,,,,,
4/24/2021,23,0,60966,16,0,60651,219,58,0,30,0,18,5,0,5,1,87,219,57356,3273,,5,0,Phase 3,,,,,,,,,,,
4/25/2021,40,0,61006,33,0,60684,220,64,0,30,0,40,0,0,0,1,93,220,57386,3276,,0,0,Phase 3,,,,,,,,,,,
4/26/2021,45,0,61051,20,0,60704,230,79,0,30,0,43,2,1,1,0,109,230,57403,3279,,0,1,Phase 3,,,,,,,,,,,
4/27/2021,12,0,61063,22,0,60726,221,78,0,30,0,11,1,0,1,0,108,221,57418,3286,,1,0,Phase 3,,,,,,,,,,,
4/28/2021,23,0,61086,14,0,60740,226,82,0,30,0,20,3,0,3,0,112,226,57430,3288,,0,3,Phase 3,,,,,,,,,,,
4/29/2021,35,0,61121,20,0,60760,243,80,0,30,0,19,16,0,16,0,110,243,57446,3292,,15,1,Phase 3,,,,,,,,,,,
4/30/2021,24,0,61145,13,0,60773,251,83,0,30,0,15,9,0,9,0,113,251,57455,3296,,8,1,Phase 3,,,,,,,,,,,
5/1/2021,34,0,61179,14,0,60787,272,81,1,31,0,25,9,2,7,0,112,272,57469,3296,,3,4,Phase 3,,,,,,,,,,,
5/2/2021,39,0,61218,21,0,60808,275,96,0,31,0,25,14,0,14,0,126,275,57485,3301,,13,1,Phase 3,,,,,,,,,,,
5/3/2021,17,0,61235,20,0,60828,267,101,0,31,0,7,10,0,10,0,131,267,57502,3304,,10,0,Phase 3,,,,,,,,,,,
5/4/2021,17,0,61252,17,0,60845,267,101,0,31,0,12,5,0,5,2,129,267,57517,3306,,5,0,Phase 3,,,,,,,,,,,
5/5/2021,16,0,61268,21,0,60866,262,101,0,31,0,15,1,0,1,2,129,262,57535,3309,,1,0,Phase 3,,,,,,,,,,,
5/6/2021,18,0,61286,29,0,60895,262,90,0,31,0,16,2,0,2,1,119,262,57557,3316,,1,1,Phase 3,,,,,,,,,,,
5/7/2021,25,0,61311,33,0,60928,236,108,0,31,0,21,4,0,4,2,136,236,57586,3320,,1,3,Phase 3,,,,,,,,,,,
5/8/2021,20,0,61331,6,0,60934,255,103,0,31,0,13,7,0,7,2,131,255,57589,3323,,2,5,Phase 2,,,,,,,,,,,
5/9/2021,28,0,61359,21,0,60955,262,103,0,31,0,18,10,0,10,2,131,262,57606,3327,,7,3,Phase 2,,,,,,,,,,,
5/10/2021,19,0,61378,20,0,60975,259,105,0,31,0,16,3,0,3,3,132,259,57625,3328,,2,1,Phase 2,,,,,,,,,,,
5/11/2021,25,0,61403,22,0,60997,253,114,0,31,0,12,13,0,13,3,141,253,57643,3332,,10,3,Phase 2,,,,,,,,,,,
5/12/2021,16,0,61419,31,0,61028,239,113,0,31,0,6,10,0,10,3,140,239,57663,3343,,9,1,Phase 2,,,,,,,,,,,
5/13/2021,34,0,61453,23,0,61051,243,120,0,31,0,10,24,0,24,3,147,243,57682,3347,,20,4,Phase 2,,,,,,,,,,,
5/14/2021,52,0,61505,18,0,61069,247,150,0,31,0,28,24,0,24,3,177,247,57697,3350,,20,4,Phase 2,,,,,,,,,,,
5/15/2021,31,0,61536,15,0,61084,253,160,0,31,0,12,19,0,19,3,187,253,57708,3354,,17,2,Phase 2,,,,,,,,,,,
5/16/2021,49,0,61585,42,0,61126,243,177,0,31,0,11,38,0,38,2,205,243,57741,3363,,21,17,Phase 2 (Heightened Alert),,,,,,,,,,,
5/17/2021,28,0,61613,19,0,61145,246,183,0,31,0,7,21,0,21,3,210,246,57754,3369,,10,11,Phase 2 (Heightened Alert),,,,,,,,,,,
5/18/2021,38,0,61651,11,0,61156,266,190,0,31,0,11,27,0,27,5,215,266,57765,3369,,16,11,Phase 2 (Heightened Alert),,,,,,,,,,,
5/19/2021,38,0,61689,49,0,61205,254,191,0,31,0,4,34,0,34,5,216,254,57807,3376,,30,4,Phase 2 (Heightened Alert),,,,,,,,,,,
5/20/2021,41,0,61730,46,0,61251,229,210,1,32,0,14,27,0,27,4,236,229,57852,3377,,21,6,Phase 2 (Heightened Alert),,,,,,,,,,,
5/21/2021,40,0,61770,13,0,61264,247,219,0,32,0,10,30,0,30,4,245,247,57861,3381,,22,8,Phase 2 (Heightened Alert),,,,,,,,,,,
5/22/2021,29,0,61799,35,0,61299,235,225,0,32,0,7,22,0,22,5,250,235,57893,3384,,15,7,Phase 2 (Heightened Alert),,,,,,,,,,,
5/23/2021,25,0,61824,17,0,61316,256,212,0,32,0,3,22,1,21,3,239,256,57903,3391,,19,2,Phase 2 (Heightened Alert),,,,,,,,,,,
5/24/2021,36,0,61860,22,0,61338,268,214,0,32,0,12,24,0,24,3,241,268,57920,3396,,22,2,Phase 2 (Heightened Alert),,,,,,,,,,,
5/25/2021,30,0,61890,13,0,61351,279,220,0,32,0,9,21,3,18,2,248,279,57932,3397,,12,6,Phase 2 (Heightened Alert),,,,,,,,,,,
5/26/2021,26,0,61916,31,0,61382,282,212,0,32,0,2,24,1,23,2,240,282,57953,3407,,20,3,Phase 2 (Heightened Alert),,,,,,,,,,,
5/27/2021,24,0,61940,12,0,61394,291,215,0,32,0,9,15,1,14,2,243,291,57965,3407,,12,2,Phase 2 (Heightened Alert),,,,,,,,,,,
5/28/2021,30,0,61970,35,0,61429,290,211,0,32,0,15,15,0,15,3,238,290,57993,3414,,11,4,Phase 2 (Heightened Alert),,,,,,,,,,,
5/29/2021,33,0,62003,16,0,61445,322,196,0,32,0,10,23,0,23,3,223,322,57997,3426,,19,4,Phase 2 (Heightened Alert),,,,,,,,,,,
5/30/2021,25,0,62028,11,0,61456,339,192,1,33,0,6,19,0,19,3,219,339,58005,3429,,14,5,Phase 2 (Heightened Alert),,,,,,,,,,,
5/31/2021,23,0,62051,25,0,61481,336,193,0,33,0,7,16,0,16,2,221,336,58021,3438,,13,3,Phase 2 (Heightened Alert),,,,,,,,,,,
6/1/2021,18,0,62069,22,0,61503,338,187,0,33,0,3,15,0,15,2,215,338,58037,3444,,8,7,Phase 2 (Heightened Alert),,,,,,,,,,,
6/2/2021,31,0,62100,42,0,61545,328,186,0,33,0,7,24,0,24,2,214,328,58069,3454,,19,5,Phase 2 (Heightened Alert),,,,,,,,,,,
6/3/2021,45,0,62145,34,0,61579,324,201,0,33,0,10,35,0,35,2,229,324,58093,3464,,34,1,Phase 2 (Heightened Alert),,,,,,,,,,,
6/4/2021,13,0,62158,23,0,61602,316,199,0,33,0,6,7,0,7,2,227,316,58110,3470,,6,1,Phase 2 (Heightened Alert),,,,,,,,,,,
6/5/2021,18,0,62176,33,0,61635,323,177,0,33,0,5,13,0,13,2,205,323,58133,3480,,13,0,Phase 2 (Heightened Alert),,,,,,,,,,,
6/6/2021,20,0,62196,22,0,61657,321,177,0,33,0,14,6,0,6,2,205,321,58145,3490,,5,1,Phase 2 (Heightened Alert),,,,,,,,,,,
6/7/2021,14,0,62210,25,0,61682,313,174,0,33,0,9,5,0,5,2,202,313,58166,3494,,5,0,Phase 2 (Heightened Alert),,,,,,,,,,,
6/8/2021,9,0,62219,42,0,61724,296,157,1,34,0,5,4,1,3,2,185,296,58197,3505,8,1,3,Phase 2 (Heightened Alert),,,,,,,,,,,
6/9/2021,4,0,62223,38,0,61762,291,128,0,34,0,2,2,0,2,1,157,291,58231,3509,10,1,1,Phase 2 (Heightened Alert),,,,,,,,,,,
6/10/2021,13,0,62236,25,0,61787,287,120,0,34,0,9,4,0,4,1,149,287,58251,3514,9,2,2,Phase 2 (Heightened Alert),,,,,,,,,,,
6/11/2021,9,0,62245,34,0,61821,279,103,0,34,0,6,3,0,3,1,132,279,58272,3527,7,0,3,Phase 2 (Heightened Alert),,,,,,,,,,,
6/12/2021,18,0,62263,39,0,61860,266,95,0,34,0,9,9,0,9,1,124,266,58301,3537,8,4,5,Phase 2 (Heightened Alert),,,,,,,,,,,
6/13/2021,13,0,62276,31,0,61891,243,100,0,34,0,3,10,0,10,1,129,243,58323,3546,8,8,2,Phase 2 (Heightened Alert),,,,,,,,,,,
6/14/2021,25,0,62301,25,0,61916,235,108,0,34,0,6,19,1,18,2,136,235,58341,3553,10,18,1,Phase 3 (Heightened Alert),,,,,,,,,,,
6/15/2021,14,0,62315,17,0,61933,233,107,0,34,0,0,14,0,14,2,135,233,58351,3560,10,10,4,Phase 3 (Heightened Alert),,,,,,,,,,,
6/16/2021,24,0,62339,20,0,61953,228,116,0,34,0,5,19,0,19,1,145,228,58366,3565,9,16,3,Phase 3 (Heightened Alert),,,,,,,,,,,
6/17/2021,27,0,62366,29,0,61982,221,121,0,34,0,7,20,0,20,1,150,221,58388,3572,12,19,1,Phase 3 (Heightened Alert),,,,,,,,,,,
6/18/2021,16,0,62382,27,0,62009,209,122,0,34,0,2,14,0,14,1,151,209,58409,3578,9,10,4,Phase 3 (Heightened Alert),,,,,,,,,,,
6/19/2021,21,0,62403,36,0,62045,193,123,0,34,0,7,14,0,14,1,152,193,58438,3585,7,10,4,Phase 3 (Heightened Alert),,,,,,,,,,,
6/20/2021,11,0,62414,19,0,62064,196,112,0,34,0,2,9,0,9,1,141,196,58450,3592,5,4,5,Phase 3 (Heightened Alert),,,,,,,,,,,
6/21/2021,16,0,62430,28,0,62092,191,104,1,35,0,3,13,0,13,0,134,191,58459,3611,7,10,3,Phase 3 (Heightened Alert),,,,,,,,,,,
6/22/2021,18,0,62448,28,0,62120,173,112,0,35,0,3,15,0,15,2,140,173,58486,3612,11,10,5,Phase 3 (Heightened Alert),,,,,,,,,,,
6/23/2021,22,0,62470,15,0,62135,181,111,0,35,0,9,13,0,13,5,136,181,58496,3617,13,10,3,Phase 3 (Heightened Alert),,,,,,,,,,,
6/24/2021,23,0,62493,27,0,62162,182,106,0,35,0,9,14,0,14,4,132,182,58517,3623,11,12,2,Phase 3 (Heightened Alert),,,,,,,,,,,
6/25/2021,20,0,62513,21,0,62183,178,109,0,35,0,5,15,0,15,4,135,178,58532,3629,14,12,3,Phase 3 (Heightened Alert),,,,,,,,,,,
6/26/2021,17,0,62530,20,0,62203,170,113,1,36,0,4,13,0,13,4,139,170,58543,3638,13,9,4,Phase 3 (Heightened Alert),,,,,,,,,,,
6/27/2021,14,0,62544,14,0,62217,165,118,0,36,0,2,12,0,12,4,144,165,58555,3640,12,11,1,Phase 3 (Heightened Alert),,,,,,,,,,,
6/28/2021,9,0,62553,17,0,62234,170,105,0,36,0,5,4,0,4,3,132,170,58570,3642,12,4,0,Phase 3 (Heightened Alert),,,,,,,,,,,
6/29/2021,10,0,62563,7,0,62241,179,99,0,36,0,5,5,0,5,3,126,179,58576,3643,11,5,0,Phase 3 (Heightened Alert),,,,,,,,,,,
6/30/2021,16,0,62579,9,0,62250,182,103,0,36,0,11,5,0,5,4,129,182,58584,3644,8,5,0,Phase 3 (Heightened Alert),,,,,,,,,,,
7/1/2021,10,0,62589,6,0,62256,192,97,0,36,0,6,4,0,4,3,124,192,58589,3645,9,4,0,Phase 3 (Heightened Alert),5485548,3376297,2109251,,,,,,,,
7/2/2021,10,0,62599,16,0,62272,194,89,0,36,0,7,3,0,3,2,117,194,58601,3649,9,2,1,Phase 3 (Heightened Alert),5551613,3426468,2125145,,,,,,,,
7/3/2021,7,0,62606,15,0,62287,192,83,0,36,0,3,4,0,4,2,111,192,58614,3651,9,4,0,Phase 3 (Heightened Alert),5630805,3489146,2141659,,,,,,,,
7/4/2021,11,0,62617,21,0,62308,192,73,0,36,0,10,1,0,1,2,101,192,58629,3657,10,0,1,Phase 3 (Heightened Alert),5706932,3550181,2156751,,,,,,,,
7/5/2021,13,0,62630,13,0,62321,193,72,0,36,0,7,6,0,6,3,99,193,58636,3663,10,4,2,Phase 3 (Heightened Alert),5780703,3608688,2172015,,,,,,,,
7/6/2021,10,0,62640,14,0,62335,192,69,0,36,0,8,2,1,1,3,96,192,58647,3666,8,0,2,Phase 3 (Heightened Alert),5858571,3670862,2187709,,,,,,,,
7/7/2021,12,0,62652,28,0,62363,185,60,0,36,0,7,5,0,5,3,87,185,58669,3672,7,3,2,Phase 3 (Heightened Alert),5933179,3729907,2203272,,,,,,,,
7/8/2021,16,0,62668,22,0,62385,185,54,0,36,0,13,3,0,3,2,82,185,58687,3676,10,1,2,Phase 3 (Heightened Alert),6009699,3787801,2221898,,,,,,,,
7/9/2021,10,0,62678,11,0,62396,183,55,0,36,0,9,1,0,1,2,83,183,58698,3676,8,0,1,Phase 3 (Heightened Alert),6083907,3843179,2240728,,,,,,,,
7/10/2021,6,0,62684,23,0,62419,175,46,0,36,0,6,0,0,0,2,74,175,58717,3680,7,0,0,Phase 3 (Heightened Alert),6163124,3895149,2267975,,,,,,,,
7/11/2021,8,0,62692,17,0,62436,165,47,0,36,0,7,1,0,1,2,75,165,58728,3686,6,0,1,Phase 3 (Heightened Alert),6237197,3942515,2294682,,,,,,,,
7/12/2021,26,0,62718,18,0,62454,170,50,0,36,0,18,8,0,8,2,78,170,58744,3688,6,5,3,Phase 3 (Heightened Alert),6304415,3981886,2322529,,,,,,,,
7/13/2021,26,0,62744,21,0,62475,161,64,0,36,0,7,19,0,19,2,92,161,58761,3692,7,15,4,Phase 3 (Heightened Alert),6378063,4022809,2367424,,,,,,,,
7/14/2021,60,0,62804,14,0,62489,176,95,0,36,0,4,56,0,56,1,124,176,58773,3694,8,52,4,Phase 3 (Heightened Alert),6440735,4052434,2420824,,,,,,,,
7/15/2021,48,0,62852,14,0,62503,155,150,0,36,0,6,42,0,42,1,179,155,58783,3698,7,38,4,Phase 3 (Heightened Alert),6504568,4075822,2480287,,,,,,,,
7/16/2021,61,0,62913,17,0,62520,195,154,0,36,0,8,53,0,53,1,183,195,58794,3704,7,48,5,Phase 3 (Heightened Alert),6570666,4096705,2545838,,,,,,,,
7/17/2021,68,0,62981,14,0,62534,237,166,0,36,0,8,60,0,60,1,195,237,58805,3707,5,58,2,Phase 3 (Heightened Alert),6650677,4118334,2609367,,,,,,,,
7/18/2021,92,0,63073,14,0,62548,268,213,0,36,0,4,88,1,87,1,242,268,58813,3713,5,78,10,Phase 3 (Heightened Alert),6726540,4136551,2676171,,,,,,,,
7/19/2021,172,0,63245,6,0,62554,388,259,0,36,0,9,163,0,163,1,288,388,58816,3716,5,146,17,Phase 3 (Heightened Alert),6794394,4153143,2747489,,,,,,,,
7/20/2021,195,0,63440,11,0,62565,529,302,0,36,0,13,182,0,182,1,331,529,58826,3717,5,156,26,Phase 3 (Heightened Alert),6837200,4164922,2792430,,,,,,,,
7/21/2021,181,0,63621,17,0,62582,646,349,0,36,0,2,179,0,179,1,378,646,58837,3723,7,149,30,Phase 3 (Heightened Alert),6837539,4165024,2792667,,,,,,,,
7/22/2021,170,0,63791,16,0,62598,764,385,0,36,0,8,162,3,159,1,414,764,58852,3724,7,110,52,Phase 2 (Heightened Alert),6911740,4184559,2847397,,,,,,,,
7/23/2021,133,0,63924,11,0,62609,854,417,0,36,0,3,130,0,130,2,445,854,58860,3727,11,101,29,Phase 2 (Heightened Alert),6978317,4201110,2897480,,,,,,,,
7/24/2021,130,0,64054,8,0,62617,932,460,1,37,0,3,127,1,126,1,489,932,58867,3728,12,98,29,Phase 2 (Heightened Alert),7060589,4217627,2963275,,,,,,,,
7/25/2021,125,0,64179,10,0,62627,1013,494,0,37,0,8,117,1,116,2,522,1013,58874,3731,12,79,38,Phase 2 (Heightened Alert),7130781,4230379,3020766,,,,,,,,
7/26/2021,135,0,64314,12,0,62639,1109,521,0,37,0,6,129,1,128,2,549,1109,58884,3733,18,101,28,Phase 2 (Heightened Alert),7192180,4242505,3070092,,,,,,,,
7/27/2021,139,0,64453,20,0,62659,1234,515,0,37,0,3,136,8,128,2,543,1234,58899,3738,21,81,55,Phase 2 (Heightened Alert),7256331,4254789,3122180,,,,,,,,
7/28/2021,136,0,64589,26,0,62685,1322,537,0,37,0,6,130,3,127,2,565,1322,58916,3747,23,82,48,Phase 2 (Heightened Alert),7305300,4267577,3158737,,,,,,,,
7/29/2021,133,0,64722,16,0,62701,1434,542,0,37,0,4,129,3,126,3,569,1434,58926,3753,30,79,50,Phase 2 (Heightened Alert),7365873,4278760,3208556,,,,,,,,
7/30/2021,139,0,64861,54,0,62755,1520,541,0,37,0,8,131,4,127,7,564,1520,58972,3761,26,79,52,Phase 2 (Heightened Alert),7429918,4290278,3261603,,,,,,,,
7/31/2021,120,0,64981,130,0,62885,1477,574,0,37,0,3,117,1,116,7,597,1477,59096,3767,33,75,42,Phase 2 (Heightened Alert),7504554,4299667,3327272,,,,,,,,
8/1/2021,121,0,65102,94,0,62979,1518,560,0,37,0,8,113,4,109,8,582,1518,59162,3795,35,75,38,Phase 2 (Heightened Alert),7576612,4307602,3391799,77%,61%,104061,74121,,,,
8/2/2021,111,0,65213,76,0,63055,1540,572,1,38,0,5,106,4,102,7,595,1540,59226,3807,36,81,25,Phase 2 (Heightened Alert),7638279,4313182,3448193,77%,62%,107730,74935,,,,
8/3/2021,102,0,65315,219,0,63274,1433,562,0,38,0,4,98,6,92,7,585,1433,59420,3832,37,67,31,Phase 2 (Heightened Alert),7703746,4321223,3505975,77%,63%,108815,75856,,,,
8/4/2021,95,0,65410,105,0,63379,1459,525,1,39,0,3,92,6,86,7,548,1459,59507,3850,42,62,30,Phase 2 (Heightened Alert),7767442,4329956,3561452,77%,64%,113767,76571,,,,
8/5/2021,98,0,65508,100,0,63479,1434,547,1,40,0,2,96,5,91,8,569,1434,59592,3865,40,58,38,Phase 2 (Heightened Alert),7831520,4337397,3618488,78%,65%,115970,77095,,,,
